level_0,index,experiment_id,boronate/boronic ester smiles,bromide smiles,product_smiles,solvent,base,ligand,palladium source,temperature,comment,yield,round_id,Unnamed: 20,smiles_ok,bromide_smiles,boronate_smiles,solvent_smiles,base_name,base_smiles,catalyst_smiles
139,156,70B,COc1nnc(OC)c([B@-]2(OCC[N+](C3)2C)OC3=O)c1,Cc1c(Br)c(C)nc(N)n1,COc1nnc(OC)c(c2c(C)nc(N)nc2C)c1,"1,4-dioxane:water (5:1)",K3PO4,dba,Pd2(dba)3,60,,0,1,,TRUE,Cc1c(Br)c(C)nc(N)n1,COc1nnc(OC)c([B@-]2(OCC[N+](C3)2C)OC3=O)c1,O1CCOCC1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],[Pd].[Pd].O=C(\C=C\c1ccccc1)/C=C/c2ccccc2.O=C(\C=C\c3ccccc3)/C=C/c4ccccc4.O=C(\C=C\c5ccccc5)/C=C/c6ccccc6
140,157,71A,O=C1O[B@@-]2(c3cscc3)OCC[N+](C1)2C,N#Cc1scc(Br)c1,N#Cc1scc(c2cscc2)c1,"1,4-dioxane:water (5:1)",K3PO4,dba,Pd2(dba)3,60,,3,1,,TRUE,N#Cc1scc(Br)c1,O=C1O[B@@-]2(c3cscc3)OCC[N+](C1)2C,O1CCOCC1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],[Pd].[Pd].O=C(\C=C\c1ccccc1)/C=C/c2ccccc2.O=C(\C=C\c3ccccc3)/C=C/c4ccccc4.O=C(\C=C\c5ccccc5)/C=C/c6ccccc6
141,158,71B,O=C1O[B@@-]2(c3cscc3)OCC[N+](C1)2C,N#Cc1scc(Br)c1,N#Cc1scc(c2cscc2)c1,"1,4-dioxane:water (5:1)",K3PO4,dba,Pd2(dba)3,60,,5,1,,TRUE,N#Cc1scc(Br)c1,O=C1O[B@@-]2(c3cscc3)OCC[N+](C1)2C,O1CCOCC1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],[Pd].[Pd].O=C(\C=C\c1ccccc1)/C=C/c2ccccc2.O=C(\C=C\c3ccccc3)/C=C/c4ccccc4.O=C(\C=C\c5ccccc5)/C=C/c6ccccc6
142,159,72A,CC(C)(OC(n1c([B-]2(OCC[N+](C3)2C)OC3=O)ccc1)=O)C,CC(C)(OC(N1CCC(CC1)n2ncc(Br)c2)=O)C,CC(C)(OC(N1CCC(CC1)n2ncc(c3n(C(OC(C)(C)C)=O)ccc3)c2)=O)C,"1,4-dioxane:water (5:1)",K3PO4,dba,Pd2(dba)3,60,,1,1,,TRUE,CC(C)(OC(N1CCC(CC1)n2ncc(Br)c2)=O)C,CC(C)(OC(n1c([B-]2(OCC[N+](C3)2C)OC3=O)ccc1)=O)C,O1CCOCC1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],[Pd].[Pd].O=C(\C=C\c1ccccc1)/C=C/c2ccccc2.O=C(\C=C\c3ccccc3)/C=C/c4ccccc4.O=C(\C=C\c5ccccc5)/C=C/c6ccccc6
143,160,72B,CC(C)(OC(n1c([B-]2(OCC[N+](C3)2C)OC3=O)ccc1)=O)C,CC(C)(OC(N1CCC(CC1)n2ncc(Br)c2)=O)C,CC(C)(OC(N1CCC(CC1)n2ncc(c3n(C(OC(C)(C)C)=O)ccc3)c2)=O)C,"1,4-dioxane:water (5:1)",K3PO4,dba,Pd2(dba)3,60,,1,1,,TRUE,CC(C)(OC(N1CCC(CC1)n2ncc(Br)c2)=O)C,CC(C)(OC(n1c([B-]2(OCC[N+](C3)2C)OC3=O)ccc1)=O)C,O1CCOCC1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],[Pd].[Pd].O=C(\C=C\c1ccccc1)/C=C/c2ccccc2.O=C(\C=C\c3ccccc3)/C=C/c4ccccc4.O=C(\C=C\c5ccccc5)/C=C/c6ccccc6
144,162,73A,O=C1O[B-]2(c3ccc(OCc4ccccc4)cc3)OC(C[N+](C1)2C)=O,CN(c1nc(OCc2ccccc2)c(Br)cn1)C,CN(c1nc(OCc2ccccc2)c(c3ccc(OCc4ccccc4)cc3)cn1)C,"1,4-dioxane:water (5:1)",K3PO4,dppf,Pd(dppf)Cl2,60,,24,1,,TRUE,CN(c1nc(OCc2ccccc2)c(Br)cn1)C,O=C1O[B-]2(c3ccc(OCc4ccccc4)cc3)OC(C[N+](C1)2C)=O,O1CCOCC1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],[Fe].Cl[Pd]Cl.[CH]1[CH][CH][C]([CH]1)P(c2ccccc2)c3ccccc3.[CH]4[CH][CH][C]([CH]4)P(c5ccccc5)c6ccccc6
145,163,73B,O=C1O[B-]2(c3ccc(OCc4ccccc4)cc3)OC(C[N+](C1)2C)=O,CN(c1nc(OCc2ccccc2)c(Br)cn1)C,CN(c1nc(OCc2ccccc2)c(c3ccc(OCc4ccccc4)cc3)cn1)C,"1,4-dioxane:water (5:1)",K3PO4,dppf,Pd(dppf)Cl2,60,,23,1,,TRUE,CN(c1nc(OCc2ccccc2)c(Br)cn1)C,O=C1O[B-]2(c3ccc(OCc4ccccc4)cc3)OC(C[N+](C1)2C)=O,O1CCOCC1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],[Fe].Cl[Pd]Cl.[CH]1[CH][CH][C]([CH]1)P(c2ccccc2)c3ccccc3.[CH]4[CH][CH][C]([CH]4)P(c5ccccc5)c6ccccc6
146,164,74A,O=C1O[B-]2(c(c3)sc4c3cccc4)OCC[N+](C1)2C,Brc1c(OCCOCc2ccccc2)cccc1,c1(COCCOc2c(c(c3)sc4c3cccc4)cccc2)ccccc1,"1,4-dioxane:water (5:1)",K3PO4,dppf,Pd(dppf)Cl2,60,,8,1,,TRUE,Brc1c(OCCOCc2ccccc2)cccc1,O=C1O[B-]2(c(c3)sc4c3cccc4)OCC[N+](C1)2C,O1CCOCC1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],[Fe].Cl[Pd]Cl.[CH]1[CH][CH][C]([CH]1)P(c2ccccc2)c3ccccc3.[CH]4[CH][CH][C]([CH]4)P(c5ccccc5)c6ccccc6
147,165,74B,O=C1O[B-]2(c(c3)sc4c3cccc4)OCC[N+](C1)2C,Brc1c(OCCOCc2ccccc2)cccc1,c1(COCCOc2c(c(c3)sc4c3cccc4)cccc2)ccccc1,"1,4-dioxane:water (5:1)",K3PO4,dppf,Pd(dppf)Cl2,60,,5,1,,TRUE,Brc1c(OCCOCc2ccccc2)cccc1,O=C1O[B-]2(c(c3)sc4c3cccc4)OCC[N+](C1)2C,O1CCOCC1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],[Fe].Cl[Pd]Cl.[CH]1[CH][CH][C]([CH]1)P(c2ccccc2)c3ccccc3.[CH]4[CH][CH][C]([CH]4)P(c5ccccc5)c6ccccc6
148,166,75A,COc1nnc(OC)c([B@-]2(OCC[N+](C3)2C)OC3=O)c1,Cc1c(Br)c(C)nc(N)n1,COc1nnc(OC)c(c2c(C)nc(N)nc2C)c1,"1,4-dioxane:water (5:1)",K3PO4,dppf,Pd(dppf)Cl2,60,,7,1,,TRUE,Cc1c(Br)c(C)nc(N)n1,COc1nnc(OC)c([B@-]2(OCC[N+](C3)2C)OC3=O)c1,O1CCOCC1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],[Fe].Cl[Pd]Cl.[CH]1[CH][CH][C]([CH]1)P(c2ccccc2)c3ccccc3.[CH]4[CH][CH][C]([CH]4)P(c5ccccc5)c6ccccc6
149,167,75B,COc1nnc(OC)c([B@-]2(OCC[N+](C3)2C)OC3=O)c1,Cc1c(Br)c(C)nc(N)n1,COc1nnc(OC)c(c2c(C)nc(N)nc2C)c1,"1,4-dioxane:water (5:1)",K3PO4,dppf,Pd(dppf)Cl2,60,,10,1,,TRUE,Cc1c(Br)c(C)nc(N)n1,COc1nnc(OC)c([B@-]2(OCC[N+](C3)2C)OC3=O)c1,O1CCOCC1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],[Fe].Cl[Pd]Cl.[CH]1[CH][CH][C]([CH]1)P(c2ccccc2)c3ccccc3.[CH]4[CH][CH][C]([CH]4)P(c5ccccc5)c6ccccc6
150,168,76A,O=C1O[B@@-]2(c3cscc3)OCC[N+](C1)2C,N#Cc1scc(Br)c1,N#Cc1scc(c2cscc2)c1,"1,4-dioxane:water (5:1)",K3PO4,dppf,Pd(dppf)Cl2,60,,16,1,,TRUE,N#Cc1scc(Br)c1,O=C1O[B@@-]2(c3cscc3)OCC[N+](C1)2C,O1CCOCC1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],[Fe].Cl[Pd]Cl.[CH]1[CH][CH][C]([CH]1)P(c2ccccc2)c3ccccc3.[CH]4[CH][CH][C]([CH]4)P(c5ccccc5)c6ccccc6
151,169,76B,O=C1O[B@@-]2(c3cscc3)OCC[N+](C1)2C,N#Cc1scc(Br)c1,N#Cc1scc(c2cscc2)c1,"1,4-dioxane:water (5:1)",K3PO4,dppf,Pd(dppf)Cl2,60,,12,1,,TRUE,N#Cc1scc(Br)c1,O=C1O[B@@-]2(c3cscc3)OCC[N+](C1)2C,O1CCOCC1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],[Fe].Cl[Pd]Cl.[CH]1[CH][CH][C]([CH]1)P(c2ccccc2)c3ccccc3.[CH]4[CH][CH][C]([CH]4)P(c5ccccc5)c6ccccc6
152,170,77A,CC(C)(OC(n1c([B-]2(OCC[N+](C3)2C)OC3=O)ccc1)=O)C,CC(C)(OC(N1CCC(CC1)n2ncc(Br)c2)=O)C,CC(C)(OC(N1CCC(CC1)n2ncc(c3n(C(OC(C)(C)C)=O)ccc3)c2)=O)C,"1,4-dioxane:water (5:1)",K3PO4,dppf,Pd(dppf)Cl2,60,,6,1,,TRUE,CC(C)(OC(N1CCC(CC1)n2ncc(Br)c2)=O)C,CC(C)(OC(n1c([B-]2(OCC[N+](C3)2C)OC3=O)ccc1)=O)C,O1CCOCC1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],[Fe].Cl[Pd]Cl.[CH]1[CH][CH][C]([CH]1)P(c2ccccc2)c3ccccc3.[CH]4[CH][CH][C]([CH]4)P(c5ccccc5)c6ccccc6
153,171,77B,CC(C)(OC(n1c([B-]2(OCC[N+](C3)2C)OC3=O)ccc1)=O)C,CC(C)(OC(N1CCC(CC1)n2ncc(Br)c2)=O)C,CC(C)(OC(N1CCC(CC1)n2ncc(c3n(C(OC(C)(C)C)=O)ccc3)c2)=O)C,"1,4-dioxane:water (5:1)",K3PO4,dppf,Pd(dppf)Cl2,60,,7,1,,TRUE,CC(C)(OC(N1CCC(CC1)n2ncc(Br)c2)=O)C,CC(C)(OC(n1c([B-]2(OCC[N+](C3)2C)OC3=O)ccc1)=O)C,O1CCOCC1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],[Fe].Cl[Pd]Cl.[CH]1[CH][CH][C]([CH]1)P(c2ccccc2)c3ccccc3.[CH]4[CH][CH][C]([CH]4)P(c5ccccc5)c6ccccc6
155,173,,O=C1O[B-]2(c(c3)sc4c3cccc4)OCC[N+](C1)2C,Brc1c(OCCOCc2ccccc2)cccc1,c1(COCCOc2c(c(c3)sc4c3cccc4)cccc2)ccccc1,"1,4-dioxane:water (5:1)",Na2CO3,P(tBu)3,P(tBu)3PdG4,60,,8,2,,TRUE,Brc1c(OCCOCc2ccccc2)cccc1,O=C1O[B-]2(c(c3)sc4c3cccc4)OCC[N+](C1)2C,O1CCOCC1.O,sodium carbonate,O=C([O-])[O-].[Na+].[Na+],[Pd].C(C)(C)CP(C(C)(C)C)(C(C)(C)C).C(C)(C)CP(C(C)(C)C)(C(C)(C)C).C(C)(C)CP(C(C)(C)C)(C(C)(C)C)
156,174,,O=C1O[B-]2(c(c3)sc4c3cccc4)OCC[N+](C1)2C,Brc1c(OCCOCc2ccccc2)cccc1,c1(COCCOc2c(c(c3)sc4c3cccc4)cccc2)ccccc1,"1,4-dioxane:water (5:1)",Na2CO3,P(tBu)3,P(tBu)3PdG4,60,,6,2,,TRUE,Brc1c(OCCOCc2ccccc2)cccc1,O=C1O[B-]2(c(c3)sc4c3cccc4)OCC[N+](C1)2C,O1CCOCC1.O,sodium carbonate,O=C([O-])[O-].[Na+].[Na+],[Pd].C(C)(C)CP(C(C)(C)C)(C(C)(C)C).C(C)(C)CP(C(C)(C)C)(C(C)(C)C).C(C)(C)CP(C(C)(C)C)(C(C)(C)C)
157,176,,COc1nnc(OC)c([B@-]2(OCC[N+](C3)2C)OC3=O)c1,Cc1c(Br)c(C)nc(N)n1,COc1nnc(OC)c(c2c(C)nc(N)nc2C)c1,"1,4-dioxane:water (5:1)",Na2CO3,P(tBu)3,P(tBu)3PdG4,60,,45,2,,TRUE,Cc1c(Br)c(C)nc(N)n1,COc1nnc(OC)c([B@-]2(OCC[N+](C3)2C)OC3=O)c1,O1CCOCC1.O,sodium carbonate,O=C([O-])[O-].[Na+].[Na+],[Pd].C(C)(C)CP(C(C)(C)C)(C(C)(C)C).C(C)(C)CP(C(C)(C)C)(C(C)(C)C).C(C)(C)CP(C(C)(C)C)(C(C)(C)C)
158,177,,COc1nnc(OC)c([B@-]2(OCC[N+](C3)2C)OC3=O)c1,Cc1c(Br)c(C)nc(N)n1,COc1nnc(OC)c(c2c(C)nc(N)nc2C)c1,"1,4-dioxane:water (5:1)",Na2CO3,P(tBu)3,P(tBu)3PdG4,60,,52,2,,TRUE,Cc1c(Br)c(C)nc(N)n1,COc1nnc(OC)c([B@-]2(OCC[N+](C3)2C)OC3=O)c1,O1CCOCC1.O,sodium carbonate,O=C([O-])[O-].[Na+].[Na+],[Pd].C(C)(C)CP(C(C)(C)C)(C(C)(C)C).C(C)(C)CP(C(C)(C)C)(C(C)(C)C).C(C)(C)CP(C(C)(C)C)(C(C)(C)C)
159,179,,O=C1O[B-]2(C3=NN(C4CCCCO4)C=C3)OC(C[N+](C1)2C)=O,O=C(OCC)C1CCCC2=C1N=C(Br)S2,O=C(OCC)C1CCCC2=C1N=C(C3=NN(C4CCCCO4)C=C3)S2,"1,4-dioxane:water (5:1)",Na2CO3,SPhos,SPhosPdG4,60,,15,2,,TRUE,O=C(OCC)C1CCCC2=C1N=C(Br)S2,O=C1O[B-]2(C3=NN(C4CCCCO4)C=C3)OC(C[N+](C1)2C)=O,O1CCOCC1.O,sodium carbonate,O=C([O-])[O-].[Na+].[Na+],CNC1=C(C2=C([Pd]OS(=O)(C)=O)C=CC=C2)C=CC=C1.COC3=CC=CC(OC)=C3C4=CC=CC=C4P(C5CCCCC5)C6CCCCC6
160,180,,O=C1O[B-]2(C3=NN(C4CCCCO4)C=C3)OC(C[N+](C1)2C)=O,O=C(OCC)C1CCCC2=C1N=C(Br)S2,O=C(OCC)C1CCCC2=C1N=C(C3=NN(C4CCCCO4)C=C3)S2,"1,4-dioxane:water (5:1)",Na2CO3,SPhos,SPhosPdG4,60,,12,2,,TRUE,O=C(OCC)C1CCCC2=C1N=C(Br)S2,O=C1O[B-]2(C3=NN(C4CCCCO4)C=C3)OC(C[N+](C1)2C)=O,O1CCOCC1.O,sodium carbonate,O=C([O-])[O-].[Na+].[Na+],CNC1=C(C2=C([Pd]OS(=O)(C)=O)C=CC=C2)C=CC=C1.COC3=CC=CC(OC)=C3C4=CC=CC=C4P(C5CCCCC5)C6CCCCC6
161,182,,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,Brc(n1)[nH]c2c1cccc2,c(cc1c2cccc1)(c(n3)[nH]c4c3cccc4)c5c2cccc5,"1,4-dioxane:water (5:1)",Na2CO3,SPhos,SPhosPdG4,60,,10,2,,TRUE,Brc(n1)[nH]c2c1cccc2,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,O1CCOCC1.O,sodium carbonate,O=C([O-])[O-].[Na+].[Na+],CNC1=C(C2=C([Pd]OS(=O)(C)=O)C=CC=C2)C=CC=C1.COC3=CC=CC(OC)=C3C4=CC=CC=C4P(C5CCCCC5)C6CCCCC6
162,183,,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,Brc(n1)[nH]c2c1cccc2,c(cc1c2cccc1)(c(n3)[nH]c4c3cccc4)c5c2cccc5,"1,4-dioxane:water (5:1)",Na2CO3,SPhos,SPhosPdG4,60,,9,2,,TRUE,Brc(n1)[nH]c2c1cccc2,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,O1CCOCC1.O,sodium carbonate,O=C([O-])[O-].[Na+].[Na+],CNC1=C(C2=C([Pd]OS(=O)(C)=O)C=CC=C2)C=CC=C1.COC3=CC=CC(OC)=C3C4=CC=CC=C4P(C5CCCCC5)C6CCCCC6
163,185,,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,CC1=CC=C(N=C1)Br,CC(C=C1)=CN=C1c(cc2c3cccc2)c4c3cccc4,"1,4-dioxane:water (5:1)",Na2CO3,XPhos,XPhosPdG4,60,,74,2,,TRUE,CC1=CC=C(N=C1)Br,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,O1CCOCC1.O,sodium carbonate,O=C([O-])[O-].[Na+].[Na+],CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C([P+](C3CCCCC3)([Pd-2]4(OS(C)(=O)=O)C(C=CC=C5)=C5C6=C([NH+]4C)C=CC=C6)C7CCCCC7)C=CC=C2
164,186,,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,CC1=CC=C(N=C1)Br,CC(C=C1)=CN=C1c(cc2c3cccc2)c4c3cccc4,"1,4-dioxane:water (5:1)",Na2CO3,XPhos,XPhosPdG4,60,,63,2,,TRUE,CC1=CC=C(N=C1)Br,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,O1CCOCC1.O,sodium carbonate,O=C([O-])[O-].[Na+].[Na+],CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C([P+](C3CCCCC3)([Pd-2]4(OS(C)(=O)=O)C(C=CC=C5)=C5C6=C([NH+]4C)C=CC=C6)C7CCCCC7)C=CC=C2
165,188,,O=C1O[B@@-]2(c3cscc3)OCC[N+](C1)2C,N#Cc1scc(Br)c1,N#Cc1scc(c2cscc2)c1,"1,4-dioxane:water (5:1)",Na2CO3,XPhos,XPhosPdG4,60,,74,2,,TRUE,N#Cc1scc(Br)c1,O=C1O[B@@-]2(c3cscc3)OCC[N+](C1)2C,O1CCOCC1.O,sodium carbonate,O=C([O-])[O-].[Na+].[Na+],CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C([P+](C3CCCCC3)([Pd-2]4(OS(C)(=O)=O)C(C=CC=C5)=C5C6=C([NH+]4C)C=CC=C6)C7CCCCC7)C=CC=C2
166,189,,O=C1O[B@@-]2(c3cscc3)OCC[N+](C1)2C,N#Cc1scc(Br)c1,N#Cc1scc(c2cscc2)c1,"1,4-dioxane:water (5:1)",Na2CO3,XPhos,XPhosPdG4,60,,74,2,,TRUE,N#Cc1scc(Br)c1,O=C1O[B@@-]2(c3cscc3)OCC[N+](C1)2C,O1CCOCC1.O,sodium carbonate,O=C([O-])[O-].[Na+].[Na+],CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C([P+](C3CCCCC3)([Pd-2]4(OS(C)(=O)=O)C(C=CC=C5)=C5C6=C([NH+]4C)C=CC=C6)C7CCCCC7)C=CC=C2
167,191,,O=C1O[B-]2(C3=COC=C3)OC(C[N+](C1)2C)=O,BrC1=CC=C(NC=C2)C2=C1,C1(NC=C2)=C2C=C(C3=COC=C3)C=C1,"1,4-dioxane:water (5:1)",K3PO4,SPhos,SPhosPdG4,100,,57,2,,TRUE,BrC1=CC=C(NC=C2)C2=C1,O=C1O[B-]2(C3=COC=C3)OC(C[N+](C1)2C)=O,O1CCOCC1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],CNC1=C(C2=C([Pd]OS(=O)(C)=O)C=CC=C2)C=CC=C1.COC3=CC=CC(OC)=C3C4=CC=CC=C4P(C5CCCCC5)C6CCCCC6
168,192,,O=C1O[B-]2(C3=COC=C3)OC(C[N+](C1)2C)=O,BrC1=CC=C(NC=C2)C2=C1,C1(NC=C2)=C2C=C(C3=COC=C3)C=C1,"1,4-dioxane:water (5:1)",K3PO4,SPhos,SPhosPdG4,100,,51,2,,TRUE,BrC1=CC=C(NC=C2)C2=C1,O=C1O[B-]2(C3=COC=C3)OC(C[N+](C1)2C)=O,O1CCOCC1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],CNC1=C(C2=C([Pd]OS(=O)(C)=O)C=CC=C2)C=CC=C1.COC3=CC=CC(OC)=C3C4=CC=CC=C4P(C5CCCCC5)C6CCCCC6
169,194,,O=C1O[B-]2(c3ccc(OCc4ccccc4)cc3)OC(C[N+](C1)2C)=O,CN(c1nc(OCc2ccccc2)c(Br)cn1)C,CN(c1nc(OCc2ccccc2)c(c3ccc(OCc4ccccc4)cc3)cn1)C,"1,4-dioxane:water (5:1)",K3PO4,SPhos,SPhosPdG4,100,,21,2,,TRUE,CN(c1nc(OCc2ccccc2)c(Br)cn1)C,O=C1O[B-]2(c3ccc(OCc4ccccc4)cc3)OC(C[N+](C1)2C)=O,O1CCOCC1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],CNC1=C(C2=C([Pd]OS(=O)(C)=O)C=CC=C2)C=CC=C1.COC3=CC=CC(OC)=C3C4=CC=CC=C4P(C5CCCCC5)C6CCCCC6
170,195,,O=C1O[B-]2(c3ccc(OCc4ccccc4)cc3)OC(C[N+](C1)2C)=O,CN(c1nc(OCc2ccccc2)c(Br)cn1)C,CN(c1nc(OCc2ccccc2)c(c3ccc(OCc4ccccc4)cc3)cn1)C,"1,4-dioxane:water (5:1)",K3PO4,SPhos,SPhosPdG4,100,,20,2,,TRUE,CN(c1nc(OCc2ccccc2)c(Br)cn1)C,O=C1O[B-]2(c3ccc(OCc4ccccc4)cc3)OC(C[N+](C1)2C)=O,O1CCOCC1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],CNC1=C(C2=C([Pd]OS(=O)(C)=O)C=CC=C2)C=CC=C1.COC3=CC=CC(OC)=C3C4=CC=CC=C4P(C5CCCCC5)C6CCCCC6
171,197,,O=C1O[B@@-]2(C3=C(OC)N=NC(OC)=C3)OC(C[N+](C1)2C)=O,CC1=C(C)C(Br)=C(C)C(C)=C1C,CC1=C(C)C(C)=C(C)C(C)=C1C2=C(OC)N=NC(OC)=C2,"1,4-dioxane:water (5:1)",K3PO4,SPhos,SPhosPdG4,100,,57,2,,TRUE,CC1=C(C)C(Br)=C(C)C(C)=C1C,O=C1O[B@@-]2(C3=C(OC)N=NC(OC)=C3)OC(C[N+](C1)2C)=O,O1CCOCC1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],CNC1=C(C2=C([Pd]OS(=O)(C)=O)C=CC=C2)C=CC=C1.COC3=CC=CC(OC)=C3C4=CC=CC=C4P(C5CCCCC5)C6CCCCC6
172,198,,O=C1O[B@@-]2(C3=C(OC)N=NC(OC)=C3)OC(C[N+](C1)2C)=O,CC1=C(C)C(Br)=C(C)C(C)=C1C,CC1=C(C)C(C)=C(C)C(C)=C1C2=C(OC)N=NC(OC)=C2,"1,4-dioxane:water (5:1)",K3PO4,SPhos,SPhosPdG4,100,,39,2,,TRUE,CC1=C(C)C(Br)=C(C)C(C)=C1C,O=C1O[B@@-]2(C3=C(OC)N=NC(OC)=C3)OC(C[N+](C1)2C)=O,O1CCOCC1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],CNC1=C(C2=C([Pd]OS(=O)(C)=O)C=CC=C2)C=CC=C1.COC3=CC=CC(OC)=C3C4=CC=CC=C4P(C5CCCCC5)C6CCCCC6
173,200,,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,Brc(n1)[nH]c2c1cccc2,c(cc1c2cccc1)(c(n3)[nH]c4c3cccc4)c5c2cccc5,"1,4-dioxane:water (5:1)",Na2CO3,SPhos,SPhosPdG4,100,,58,2,,TRUE,Brc(n1)[nH]c2c1cccc2,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,O1CCOCC1.O,sodium carbonate,O=C([O-])[O-].[Na+].[Na+],CNC1=C(C2=C([Pd]OS(=O)(C)=O)C=CC=C2)C=CC=C1.COC3=CC=CC(OC)=C3C4=CC=CC=C4P(C5CCCCC5)C6CCCCC6
174,201,,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,Brc(n1)[nH]c2c1cccc2,c(cc1c2cccc1)(c(n3)[nH]c4c3cccc4)c5c2cccc5,"1,4-dioxane:water (5:1)",Na2CO3,SPhos,SPhosPdG4,100,,61,2,,TRUE,Brc(n1)[nH]c2c1cccc2,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,O1CCOCC1.O,sodium carbonate,O=C([O-])[O-].[Na+].[Na+],CNC1=C(C2=C([Pd]OS(=O)(C)=O)C=CC=C2)C=CC=C1.COC3=CC=CC(OC)=C3C4=CC=CC=C4P(C5CCCCC5)C6CCCCC6
175,203,,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,O=Cc1[nH]c(Br)cc1,O=Cc1[nH]c(c(cc2c3cccc2)c4c3cccc4)cc1,"1,4-dioxane:water (5:1)",K3PO4,XPhos,XPhosPdG4,100,,64,2,,TRUE,O=Cc1[nH]c(Br)cc1,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,O1CCOCC1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C([P+](C3CCCCC3)([Pd-2]4(OS(C)(=O)=O)C(C=CC=C5)=C5C6=C([NH+]4C)C=CC=C6)C7CCCCC7)C=CC=C2
176,204,,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,O=Cc1[nH]c(Br)cc1,O=Cc1[nH]c(c(cc2c3cccc2)c4c3cccc4)cc1,"1,4-dioxane:water (5:1)",K3PO4,XPhos,XPhosPdG4,100,,59,2,,TRUE,O=Cc1[nH]c(Br)cc1,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,O1CCOCC1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C([P+](C3CCCCC3)([Pd-2]4(OS(C)(=O)=O)C(C=CC=C5)=C5C6=C([NH+]4C)C=CC=C6)C7CCCCC7)C=CC=C2
