level_0,index,experiment_id,boronate/boronic ester smiles,bromide smiles,product_smiles,solvent,base,ligand,palladium source,temperature,comment,yield,round_id,Unnamed: 20,smiles_ok,bromide_smiles,boronate_smiles,solvent_smiles,base_name,base_smiles,catalyst_smiles
34,40,18A,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,Brc(n1)[nH]c2c1cccc2,c(cc1c2cccc1)(c(n3)[nH]c4c3cccc4)c5c2cccc5,"1,4-dioxane:water (5:1)",K3PO4,XPhos,XPhosPdG4,60,,48,1,,TRUE,Brc(n1)[nH]c2c1cccc2,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,O1CCOCC1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C([P+](C3CCCCC3)([Pd-2]4(OS(C)(=O)=O)C(C=CC=C5)=C5C6=C([NH+]4C)C=CC=C6)C7CCCCC7)C=CC=C2
35,41,18B,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,Brc(n1)[nH]c2c1cccc2,c(cc1c2cccc1)(c(n3)[nH]c4c3cccc4)c5c2cccc5,"1,4-dioxane:water (5:1)",K3PO4,XPhos,XPhosPdG4,60,,48,1,,TRUE,Brc(n1)[nH]c2c1cccc2,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,O1CCOCC1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C([P+](C3CCCCC3)([Pd-2]4(OS(C)(=O)=O)C(C=CC=C5)=C5C6=C([NH+]4C)C=CC=C6)C7CCCCC7)C=CC=C2
36,43,19A,O=C1O[B-]2(C3=COC=C3)OC(C[N+](C1)2C)=O,BrC1=CC=C(NC=C2)C2=C1,C1(NC=C2)=C2C=C(C3=COC=C3)C=C1,"1,4-dioxane:water (5:1)",K3PO4,P(tBu)3,P(tBu)3PdG4,60,,95,1,,TRUE,BrC1=CC=C(NC=C2)C2=C1,O=C1O[B-]2(C3=COC=C3)OC(C[N+](C1)2C)=O,O1CCOCC1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],[Pd].C(C)(C)CP(C(C)(C)C)(C(C)(C)C).C(C)(C)CP(C(C)(C)C)(C(C)(C)C).C(C)(C)CP(C(C)(C)C)(C(C)(C)C)
37,44,19B,O=C1O[B-]2(C3=COC=C3)OC(C[N+](C1)2C)=O,BrC1=CC=C(NC=C2)C2=C1,C1(NC=C2)=C2C=C(C3=COC=C3)C=C1,"1,4-dioxane:water (5:1)",K3PO4,P(tBu)3,P(tBu)3PdG4,60,,89,1,,TRUE,BrC1=CC=C(NC=C2)C2=C1,O=C1O[B-]2(C3=COC=C3)OC(C[N+](C1)2C)=O,O1CCOCC1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],[Pd].C(C)(C)CP(C(C)(C)C)(C(C)(C)C).C(C)(C)CP(C(C)(C)C)(C(C)(C)C).C(C)(C)CP(C(C)(C)C)(C(C)(C)C)
38,45,20A,O=C1O[B@@-]2(C3=C(OC)N=NC(OC)=C3)OC(C[N+](C1)2C)=O,CC1=C(C)C(Br)=C(C)C(C)=C1C,CC1=C(C)C(C)=C(C)C(C)=C1C2=C(OC)N=NC(OC)=C2,"1,4-dioxane:water (5:1)",K3PO4,P(tBu)3,P(tBu)3PdG4,60,,20,1,,TRUE,CC1=C(C)C(Br)=C(C)C(C)=C1C,O=C1O[B@@-]2(C3=C(OC)N=NC(OC)=C3)OC(C[N+](C1)2C)=O,O1CCOCC1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],[Pd].C(C)(C)CP(C(C)(C)C)(C(C)(C)C).C(C)(C)CP(C(C)(C)C)(C(C)(C)C).C(C)(C)CP(C(C)(C)C)(C(C)(C)C)
39,46,20B,O=C1O[B@@-]2(C3=C(OC)N=NC(OC)=C3)OC(C[N+](C1)2C)=O,CC1=C(C)C(Br)=C(C)C(C)=C1C,CC1=C(C)C(C)=C(C)C(C)=C1C2=C(OC)N=NC(OC)=C2,"1,4-dioxane:water (5:1)",K3PO4,P(tBu)3,P(tBu)3PdG4,60,,48,1,,TRUE,CC1=C(C)C(Br)=C(C)C(C)=C1C,O=C1O[B@@-]2(C3=C(OC)N=NC(OC)=C3)OC(C[N+](C1)2C)=O,O1CCOCC1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],[Pd].C(C)(C)CP(C(C)(C)C)(C(C)(C)C).C(C)(C)CP(C(C)(C)C)(C(C)(C)C).C(C)(C)CP(C(C)(C)C)(C(C)(C)C)
40,47,21A,O=C1O[B-]2(C3=NN(C4CCCCO4)C=C3)OC(C[N+](C1)2C)=O,O=C(OCC)C1CCCC2=C1N=C(Br)S2,O=C(OCC)C1CCCC2=C1N=C(C3=NN(C4CCCCO4)C=C3)S2,"1,4-dioxane:water (5:1)",K3PO4,P(tBu)3,P(tBu)3PdG4,60,,27,1,,TRUE,O=C(OCC)C1CCCC2=C1N=C(Br)S2,O=C1O[B-]2(C3=NN(C4CCCCO4)C=C3)OC(C[N+](C1)2C)=O,O1CCOCC1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],[Pd].C(C)(C)CP(C(C)(C)C)(C(C)(C)C).C(C)(C)CP(C(C)(C)C)(C(C)(C)C).C(C)(C)CP(C(C)(C)C)(C(C)(C)C)
41,48,21B,O=C1O[B-]2(C3=NN(C4CCCCO4)C=C3)OC(C[N+](C1)2C)=O,O=C(OCC)C1CCCC2=C1N=C(Br)S2,O=C(OCC)C1CCCC2=C1N=C(C3=NN(C4CCCCO4)C=C3)S2,"1,4-dioxane:water (5:1)",K3PO4,P(tBu)3,P(tBu)3PdG4,60,,22,1,,TRUE,O=C(OCC)C1CCCC2=C1N=C(Br)S2,O=C1O[B-]2(C3=NN(C4CCCCO4)C=C3)OC(C[N+](C1)2C)=O,O1CCOCC1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],[Pd].C(C)(C)CP(C(C)(C)C)(C(C)(C)C).C(C)(C)CP(C(C)(C)C)(C(C)(C)C).C(C)(C)CP(C(C)(C)C)(C(C)(C)C)
42,49,22A,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,O=Cc1[nH]c(Br)cc1,O=Cc1[nH]c(c(cc2c3cccc2)c4c3cccc4)cc1,"1,4-dioxane:water (5:1)",K3PO4,P(tBu)3,P(tBu)3PdG4,60,,37,1,,TRUE,O=Cc1[nH]c(Br)cc1,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,O1CCOCC1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],[Pd].C(C)(C)CP(C(C)(C)C)(C(C)(C)C).C(C)(C)CP(C(C)(C)C)(C(C)(C)C).C(C)(C)CP(C(C)(C)C)(C(C)(C)C)
43,50,22B,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,O=Cc1[nH]c(Br)cc1,O=Cc1[nH]c(c(cc2c3cccc2)c4c3cccc4)cc1,"1,4-dioxane:water (5:1)",K3PO4,P(tBu)3,P(tBu)3PdG4,60,,38,1,,TRUE,O=Cc1[nH]c(Br)cc1,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,O1CCOCC1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],[Pd].C(C)(C)CP(C(C)(C)C)(C(C)(C)C).C(C)(C)CP(C(C)(C)C)(C(C)(C)C).C(C)(C)CP(C(C)(C)C)(C(C)(C)C)
44,51,23A,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,CC1=CC=C(N=C1)Br,CC(C=C1)=CN=C1c(cc2c3cccc2)c4c3cccc4,"1,4-dioxane:water (5:1)",K3PO4,P(tBu)3,P(tBu)3PdG4,60,,82,1,,TRUE,CC1=CC=C(N=C1)Br,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,O1CCOCC1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],[Pd].C(C)(C)CP(C(C)(C)C)(C(C)(C)C).C(C)(C)CP(C(C)(C)C)(C(C)(C)C).C(C)(C)CP(C(C)(C)C)(C(C)(C)C)
45,52,23B,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,CC1=CC=C(N=C1)Br,CC(C=C1)=CN=C1c(cc2c3cccc2)c4c3cccc4,"1,4-dioxane:water (5:1)",K3PO4,P(tBu)3,P(tBu)3PdG4,60,,75,1,,TRUE,CC1=CC=C(N=C1)Br,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,O1CCOCC1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],[Pd].C(C)(C)CP(C(C)(C)C)(C(C)(C)C).C(C)(C)CP(C(C)(C)C)(C(C)(C)C).C(C)(C)CP(C(C)(C)C)(C(C)(C)C)
46,53,24A,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,Brc(n1)[nH]c2c1cccc2,c(cc1c2cccc1)(c(n3)[nH]c4c3cccc4)c5c2cccc5,"1,4-dioxane:water (5:1)",K3PO4,P(tBu)3,P(tBu)3PdG4,60,,33,1,,TRUE,Brc(n1)[nH]c2c1cccc2,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,O1CCOCC1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],[Pd].C(C)(C)CP(C(C)(C)C)(C(C)(C)C).C(C)(C)CP(C(C)(C)C)(C(C)(C)C).C(C)(C)CP(C(C)(C)C)(C(C)(C)C)
47,54,24B,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,Brc(n1)[nH]c2c1cccc2,c(cc1c2cccc1)(c(n3)[nH]c4c3cccc4)c5c2cccc5,"1,4-dioxane:water (5:1)",K3PO4,P(tBu)3,P(tBu)3PdG4,60,,34,1,,TRUE,Brc(n1)[nH]c2c1cccc2,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,O1CCOCC1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],[Pd].C(C)(C)CP(C(C)(C)C)(C(C)(C)C).C(C)(C)CP(C(C)(C)C)(C(C)(C)C).C(C)(C)CP(C(C)(C)C)(C(C)(C)C)
48,56,25A,O=C1O[B-]2(C3=COC=C3)OC(C[N+](C1)2C)=O,BrC1=CC=C(NC=C2)C2=C1,C1(NC=C2)=C2C=C(C3=COC=C3)C=C1,"1,4-dioxane:water (5:1)",K3PO4,Pcy3,Pcy3PdG4,60,,92,1,,TRUE,BrC1=CC=C(NC=C2)C2=C1,O=C1O[B-]2(C3=COC=C3)OC(C[N+](C1)2C)=O,O1CCOCC1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],[Pd].C1CCCCC1P(C2CCCCC2)(C2CCCCC2).C1CCCCC1P(C2CCCCC2)(C2CCCCC2).C1CCCCC1P(C2CCCCC2)(C2CCCCC2)
49,57,25B,O=C1O[B-]2(C3=COC=C3)OC(C[N+](C1)2C)=O,BrC1=CC=C(NC=C2)C2=C1,C1(NC=C2)=C2C=C(C3=COC=C3)C=C1,"1,4-dioxane:water (5:1)",K3PO4,Pcy3,Pcy3PdG4,60,,89,1,,TRUE,BrC1=CC=C(NC=C2)C2=C1,O=C1O[B-]2(C3=COC=C3)OC(C[N+](C1)2C)=O,O1CCOCC1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],[Pd].C1CCCCC1P(C2CCCCC2)(C2CCCCC2).C1CCCCC1P(C2CCCCC2)(C2CCCCC2).C1CCCCC1P(C2CCCCC2)(C2CCCCC2)
50,58,26A,O=C1O[B@@-]2(C3=C(OC)N=NC(OC)=C3)OC(C[N+](C1)2C)=O,CC1=C(C)C(Br)=C(C)C(C)=C1C,CC1=C(C)C(C)=C(C)C(C)=C1C2=C(OC)N=NC(OC)=C2,"1,4-dioxane:water (5:1)",K3PO4,Pcy3,Pcy3PdG4,60,,4,1,,TRUE,CC1=C(C)C(Br)=C(C)C(C)=C1C,O=C1O[B@@-]2(C3=C(OC)N=NC(OC)=C3)OC(C[N+](C1)2C)=O,O1CCOCC1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],[Pd].C1CCCCC1P(C2CCCCC2)(C2CCCCC2).C1CCCCC1P(C2CCCCC2)(C2CCCCC2).C1CCCCC1P(C2CCCCC2)(C2CCCCC2)
51,59,26B,O=C1O[B@@-]2(C3=C(OC)N=NC(OC)=C3)OC(C[N+](C1)2C)=O,CC1=C(C)C(Br)=C(C)C(C)=C1C,CC1=C(C)C(C)=C(C)C(C)=C1C2=C(OC)N=NC(OC)=C2,"1,4-dioxane:water (5:1)",K3PO4,Pcy3,Pcy3PdG4,60,,4,1,,TRUE,CC1=C(C)C(Br)=C(C)C(C)=C1C,O=C1O[B@@-]2(C3=C(OC)N=NC(OC)=C3)OC(C[N+](C1)2C)=O,O1CCOCC1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],[Pd].C1CCCCC1P(C2CCCCC2)(C2CCCCC2).C1CCCCC1P(C2CCCCC2)(C2CCCCC2).C1CCCCC1P(C2CCCCC2)(C2CCCCC2)
52,60,27A,O=C1O[B-]2(C3=NN(C4CCCCO4)C=C3)OC(C[N+](C1)2C)=O,O=C(OCC)C1CCCC2=C1N=C(Br)S2,O=C(OCC)C1CCCC2=C1N=C(C3=NN(C4CCCCO4)C=C3)S2,"1,4-dioxane:water (5:1)",K3PO4,Pcy3,Pcy3PdG4,60,,10,1,,TRUE,O=C(OCC)C1CCCC2=C1N=C(Br)S2,O=C1O[B-]2(C3=NN(C4CCCCO4)C=C3)OC(C[N+](C1)2C)=O,O1CCOCC1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],[Pd].C1CCCCC1P(C2CCCCC2)(C2CCCCC2).C1CCCCC1P(C2CCCCC2)(C2CCCCC2).C1CCCCC1P(C2CCCCC2)(C2CCCCC2)
53,61,27B,O=C1O[B-]2(C3=NN(C4CCCCO4)C=C3)OC(C[N+](C1)2C)=O,O=C(OCC)C1CCCC2=C1N=C(Br)S2,O=C(OCC)C1CCCC2=C1N=C(C3=NN(C4CCCCO4)C=C3)S2,"1,4-dioxane:water (5:1)",K3PO4,Pcy3,Pcy3PdG4,60,,10,1,,TRUE,O=C(OCC)C1CCCC2=C1N=C(Br)S2,O=C1O[B-]2(C3=NN(C4CCCCO4)C=C3)OC(C[N+](C1)2C)=O,O1CCOCC1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],[Pd].C1CCCCC1P(C2CCCCC2)(C2CCCCC2).C1CCCCC1P(C2CCCCC2)(C2CCCCC2).C1CCCCC1P(C2CCCCC2)(C2CCCCC2)
54,62,28A,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,O=Cc1[nH]c(Br)cc1,O=Cc1[nH]c(c(cc2c3cccc2)c4c3cccc4)cc1,"1,4-dioxane:water (5:1)",K3PO4,Pcy3,Pcy3PdG4,60,,3,1,,TRUE,O=Cc1[nH]c(Br)cc1,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,O1CCOCC1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],[Pd].C1CCCCC1P(C2CCCCC2)(C2CCCCC2).C1CCCCC1P(C2CCCCC2)(C2CCCCC2).C1CCCCC1P(C2CCCCC2)(C2CCCCC2)
55,63,28B,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,O=Cc1[nH]c(Br)cc1,O=Cc1[nH]c(c(cc2c3cccc2)c4c3cccc4)cc1,"1,4-dioxane:water (5:1)",K3PO4,Pcy3,Pcy3PdG4,60,,2,1,,TRUE,O=Cc1[nH]c(Br)cc1,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,O1CCOCC1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],[Pd].C1CCCCC1P(C2CCCCC2)(C2CCCCC2).C1CCCCC1P(C2CCCCC2)(C2CCCCC2).C1CCCCC1P(C2CCCCC2)(C2CCCCC2)
56,64,29A,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,CC1=CC=C(N=C1)Br,CC(C=C1)=CN=C1c(cc2c3cccc2)c4c3cccc4,"1,4-dioxane:water (5:1)",K3PO4,Pcy3,Pcy3PdG4,60,,65,1,,TRUE,CC1=CC=C(N=C1)Br,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,O1CCOCC1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],[Pd].C1CCCCC1P(C2CCCCC2)(C2CCCCC2).C1CCCCC1P(C2CCCCC2)(C2CCCCC2).C1CCCCC1P(C2CCCCC2)(C2CCCCC2)
57,65,29B,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,CC1=CC=C(N=C1)Br,CC(C=C1)=CN=C1c(cc2c3cccc2)c4c3cccc4,"1,4-dioxane:water (5:1)",K3PO4,Pcy3,Pcy3PdG4,60,,66,1,,TRUE,CC1=CC=C(N=C1)Br,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,O1CCOCC1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],[Pd].C1CCCCC1P(C2CCCCC2)(C2CCCCC2).C1CCCCC1P(C2CCCCC2)(C2CCCCC2).C1CCCCC1P(C2CCCCC2)(C2CCCCC2)
58,66,30A,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,Brc(n1)[nH]c2c1cccc2,c(cc1c2cccc1)(c(n3)[nH]c4c3cccc4)c5c2cccc5,"1,4-dioxane:water (5:1)",K3PO4,Pcy3,Pcy3PdG4,60,,0,1,,TRUE,Brc(n1)[nH]c2c1cccc2,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,O1CCOCC1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],[Pd].C1CCCCC1P(C2CCCCC2)(C2CCCCC2).C1CCCCC1P(C2CCCCC2)(C2CCCCC2).C1CCCCC1P(C2CCCCC2)(C2CCCCC2)
59,67,30B,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,Brc(n1)[nH]c2c1cccc2,c(cc1c2cccc1)(c(n3)[nH]c4c3cccc4)c5c2cccc5,"1,4-dioxane:water (5:1)",K3PO4,Pcy3,Pcy3PdG4,60,,0,1,,TRUE,Brc(n1)[nH]c2c1cccc2,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,O1CCOCC1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],[Pd].C1CCCCC1P(C2CCCCC2)(C2CCCCC2).C1CCCCC1P(C2CCCCC2)(C2CCCCC2).C1CCCCC1P(C2CCCCC2)(C2CCCCC2)
60,69,31A,O=C1O[B-]2(C3=COC=C3)OC(C[N+](C1)2C)=O,BrC1=CC=C(NC=C2)C2=C1,C1(NC=C2)=C2C=C(C3=COC=C3)C=C1,"1,4-dioxane:water (5:1)",K3PO4,dba,Pd2(dba)3,60,,37,1,,TRUE,BrC1=CC=C(NC=C2)C2=C1,O=C1O[B-]2(C3=COC=C3)OC(C[N+](C1)2C)=O,O1CCOCC1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],[Pd].[Pd].O=C(\C=C\c1ccccc1)/C=C/c2ccccc2.O=C(\C=C\c3ccccc3)/C=C/c4ccccc4.O=C(\C=C\c5ccccc5)/C=C/c6ccccc6
61,70,31B,O=C1O[B-]2(C3=COC=C3)OC(C[N+](C1)2C)=O,BrC1=CC=C(NC=C2)C2=C1,C1(NC=C2)=C2C=C(C3=COC=C3)C=C1,"1,4-dioxane:water (5:1)",K3PO4,dba,Pd2(dba)3,60,,38,1,,TRUE,BrC1=CC=C(NC=C2)C2=C1,O=C1O[B-]2(C3=COC=C3)OC(C[N+](C1)2C)=O,O1CCOCC1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],[Pd].[Pd].O=C(\C=C\c1ccccc1)/C=C/c2ccccc2.O=C(\C=C\c3ccccc3)/C=C/c4ccccc4.O=C(\C=C\c5ccccc5)/C=C/c6ccccc6
62,71,32A,O=C1O[B@@-]2(C3=C(OC)N=NC(OC)=C3)OC(C[N+](C1)2C)=O,CC1=C(C)C(Br)=C(C)C(C)=C1C,CC1=C(C)C(C)=C(C)C(C)=C1C2=C(OC)N=NC(OC)=C2,"1,4-dioxane:water (5:1)",K3PO4,dba,Pd2(dba)3,60,,0,1,,TRUE,CC1=C(C)C(Br)=C(C)C(C)=C1C,O=C1O[B@@-]2(C3=C(OC)N=NC(OC)=C3)OC(C[N+](C1)2C)=O,O1CCOCC1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],[Pd].[Pd].O=C(\C=C\c1ccccc1)/C=C/c2ccccc2.O=C(\C=C\c3ccccc3)/C=C/c4ccccc4.O=C(\C=C\c5ccccc5)/C=C/c6ccccc6
63,72,32B,O=C1O[B@@-]2(C3=C(OC)N=NC(OC)=C3)OC(C[N+](C1)2C)=O,CC1=C(C)C(Br)=C(C)C(C)=C1C,CC1=C(C)C(C)=C(C)C(C)=C1C2=C(OC)N=NC(OC)=C2,"1,4-dioxane:water (5:1)",K3PO4,dba,Pd2(dba)3,60,,0,1,,TRUE,CC1=C(C)C(Br)=C(C)C(C)=C1C,O=C1O[B@@-]2(C3=C(OC)N=NC(OC)=C3)OC(C[N+](C1)2C)=O,O1CCOCC1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],[Pd].[Pd].O=C(\C=C\c1ccccc1)/C=C/c2ccccc2.O=C(\C=C\c3ccccc3)/C=C/c4ccccc4.O=C(\C=C\c5ccccc5)/C=C/c6ccccc6
64,73,33A,O=C1O[B-]2(C3=NN(C4CCCCO4)C=C3)OC(C[N+](C1)2C)=O,O=C(OCC)C1CCCC2=C1N=C(Br)S2,O=C(OCC)C1CCCC2=C1N=C(C3=NN(C4CCCCO4)C=C3)S2,"1,4-dioxane:water (5:1)",K3PO4,dba,Pd2(dba)3,60,,0,1,,TRUE,O=C(OCC)C1CCCC2=C1N=C(Br)S2,O=C1O[B-]2(C3=NN(C4CCCCO4)C=C3)OC(C[N+](C1)2C)=O,O1CCOCC1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],[Pd].[Pd].O=C(\C=C\c1ccccc1)/C=C/c2ccccc2.O=C(\C=C\c3ccccc3)/C=C/c4ccccc4.O=C(\C=C\c5ccccc5)/C=C/c6ccccc6
65,74,33B,O=C1O[B-]2(C3=NN(C4CCCCO4)C=C3)OC(C[N+](C1)2C)=O,O=C(OCC)C1CCCC2=C1N=C(Br)S2,O=C(OCC)C1CCCC2=C1N=C(C3=NN(C4CCCCO4)C=C3)S2,"1,4-dioxane:water (5:1)",K3PO4,dba,Pd2(dba)3,60,,0,1,,TRUE,O=C(OCC)C1CCCC2=C1N=C(Br)S2,O=C1O[B-]2(C3=NN(C4CCCCO4)C=C3)OC(C[N+](C1)2C)=O,O1CCOCC1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],[Pd].[Pd].O=C(\C=C\c1ccccc1)/C=C/c2ccccc2.O=C(\C=C\c3ccccc3)/C=C/c4ccccc4.O=C(\C=C\c5ccccc5)/C=C/c6ccccc6
66,75,34A,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,O=Cc1[nH]c(Br)cc1,O=Cc1[nH]c(c(cc2c3cccc2)c4c3cccc4)cc1,"1,4-dioxane:water (5:1)",K3PO4,dba,Pd2(dba)3,60,,2,1,,TRUE,O=Cc1[nH]c(Br)cc1,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,O1CCOCC1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],[Pd].[Pd].O=C(\C=C\c1ccccc1)/C=C/c2ccccc2.O=C(\C=C\c3ccccc3)/C=C/c4ccccc4.O=C(\C=C\c5ccccc5)/C=C/c6ccccc6
67,76,34B,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,O=Cc1[nH]c(Br)cc1,O=Cc1[nH]c(c(cc2c3cccc2)c4c3cccc4)cc1,"1,4-dioxane:water (5:1)",K3PO4,dba,Pd2(dba)3,60,,2,1,,TRUE,O=Cc1[nH]c(Br)cc1,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,O1CCOCC1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],[Pd].[Pd].O=C(\C=C\c1ccccc1)/C=C/c2ccccc2.O=C(\C=C\c3ccccc3)/C=C/c4ccccc4.O=C(\C=C\c5ccccc5)/C=C/c6ccccc6
68,77,35A,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,CC1=CC=C(N=C1)Br,CC(C=C1)=CN=C1c(cc2c3cccc2)c4c3cccc4,"1,4-dioxane:water (5:1)",K3PO4,dba,Pd2(dba)3,60,,22,1,,TRUE,CC1=CC=C(N=C1)Br,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,O1CCOCC1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],[Pd].[Pd].O=C(\C=C\c1ccccc1)/C=C/c2ccccc2.O=C(\C=C\c3ccccc3)/C=C/c4ccccc4.O=C(\C=C\c5ccccc5)/C=C/c6ccccc6
69,78,35B,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,CC1=CC=C(N=C1)Br,CC(C=C1)=CN=C1c(cc2c3cccc2)c4c3cccc4,"1,4-dioxane:water (5:1)",K3PO4,dba,Pd2(dba)3,60,,21,1,,TRUE,CC1=CC=C(N=C1)Br,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,O1CCOCC1.O,potassium phosphate,O=P([O-])([O-])[O-].[K+].[K+].[K+],[Pd].[Pd].O=C(\C=C\c1ccccc1)/C=C/c2ccccc2.O=C(\C=C\c3ccccc3)/C=C/c4ccccc4.O=C(\C=C\c5ccccc5)/C=C/c6ccccc6
