inchikey;block;smiles;smiles+ chemdraw;flag;lowest_price;pubchem_cid;urls
KJHZDBYFNVRUIT-UHFFFAOYNA-N;CCOC(=O)c1ccc([Xe])cn1;CCOC(=O)c1ccc(Br)cn1;;F;36.0;12686158;http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=61904&ExtHyperLink=1$$https://www.alfa-chemistry.com/ethyl-5-bromopyridine-2-carboxylate-cas-77199-09-8-item-231618.htm$$http://www.combi-blocks.com/cgi-bin/find.cgi?PY-7196
ODCCADHVSVMDGM-UHFFFAOYNA-N;CC(C)(C)OC(=O)N1CCN(c2ccc([Xe])cn2)CC1;CC(C)(C)OC(=O)N1CCN(c2ccc(Br)cn2)CC1.CC(C)(C)OC(=O)N1CCN(c2ccc(I)cn2)CC1;;F;37.7;11244775!!7164639;https://www.sigmaaldrich.com/catalog/product/aldrich/653764?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral$$http://www.combi-blocks.com/cgi-bin/find.cgi?PY-1140!!http://www.combi-blocks.com/cgi-bin/find.cgi?OR-7407$$https://www.sigmaaldrich.com/catalog/product/aldrich/vbp00064?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral$$https://www.alfa-chemistry.com/cas_497915-42-1.htm
WVWHGEMARWMTMO-LPISYKKYNA-N;Nc1ncnc2[nH]cc([Xe])c12;Nc1ncnc2[nH]cc(I)c12;;F;38.0;9856490;http://www.combi-blocks.com/cgi-bin/find.cgi?QE-4411
RPLBOOUNBNLGOF-UHFFFAOYNA-N;FC(F)c1ccc([Xe])cn1;FC(F)c1ccc(Br)cn1;;F;38.2;53415062;https://www.sigmaaldrich.com/catalog/product/aldrich/741299?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=110643&ExtHyperLink=1$$http://www.combi-blocks.com/cgi-bin/find.cgi?QC-0743
OAZDNTUWFWYYME-UHFFFAOYNA-N;Cc1ncc(N)cc1[Xe];Cc1ncc(N)cc1Br;;F;39.0;18458896;https://www.alfa-chemistry.com/cas_186593-43-1.htm$$http://www.combi-blocks.com/cgi-bin/find.cgi?QA-0411$$https://www.sigmaaldrich.com/catalog/product/aldrich/cds022619?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=54104&ExtHyperLink=1
PKMBHHBUFGMZQY-QJVJESMTNA-N;COC(=O)c1ccc2n[nH]c([Xe])c2c1;COC(=O)c1ccc2n[nH]c(Br)c2c1.COC(=O)c1ccc2n[nH]c(I)c2c1;;F;39.8;45790261!!24728589;http://www.combi-blocks.com/cgi-bin/find.cgi?ST-9230$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=117934&ExtHyperLink=1!!http://www.combi-blocks.com/cgi-bin/find.cgi?ST-0967$$https://www.alfa-chemistry.com/cas_885271-25-0.htm$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=117687&ExtHyperLink=1
BBFVFBZCINAHTB-UHFFFAOYNA-N;Cc1ccc(-n2cc([Xe])cn2)cc1;Cc1ccc(-n2cc(Br)cn2)cc1;;F;40.0;26369876;http://www.combi-blocks.com/cgi-bin/find.cgi?HI-1309
BLDSGRGACOXNDW-UHFFFAOYNA-N;COc1ccc2nc([Xe])sc2c1;COc1ccc2nc(Br)sc2c1.COc1ccc2nc(I)sc2c1;;F;40.0;11218765!!58362636;http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=30880&ExtHyperLink=1$$http://www.combi-blocks.com/cgi-bin/find.cgi?HC-2378$$https://www.alfa-chemistry.com/2-bromo-6-methoxybenzothiazole-cas-2941-58-4-item-122786.htm!!http://www.combi-blocks.com/cgi-bin/find.cgi?QC-1139
BNNTUQYYSFFLRR-UHFFFAOYNA-N;CCc1ccc(-c2ncncc2[Xe])cc1;CCc1ccc(-c2ncncc2Br)cc1;;F;40.0;26369998;http://www.combi-blocks.com/cgi-bin/find.cgi?HC-6082
BTJCDHHERICLBL-UXPUCLCUNA-N;CNc1n[nH]c2ncc([Xe])cc12;CNc1n[nH]c2ncc(Br)cc12;;F;40.0;57415828;http://www.combi-blocks.com/cgi-bin/find.cgi?QB-8368
CKXUNNYMBNYUSP-UHFFFAOYNA-N;Cc1ccc(-c2ncncc2[Xe])c(C)c1;Cc1ccc(-c2ncncc2Br)c(C)c1;;F;40.0;26369916;http://www.combi-blocks.com/cgi-bin/find.cgi?HC-6122
JEIMIFMHXSTFIF-UHFFFAOYNA-N;CCCCCCc1ncncc1[Xe];CCCCCCc1ncncc1Br;;F;40.0;26370001;http://www.combi-blocks.com/cgi-bin/find.cgi?HC-6077
JLZJOLXRVDQYDG-UHFFFAOYNA-N;CC(=O)n1cc([Xe])c2ccccc21;CC(=O)n1cc(Br)c2ccccc21;;F;40.0;51062392;http://www.combi-blocks.com/cgi-bin/find.cgi?QC-4187
LAHQTYMNUDJBRF-UHFFFAOYNA-N;O=Cc1nc([Xe])cs1;O=Cc1nc(Br)cs1;;F;40.0;2763187;https://www.sigmaaldrich.com/catalog/product/aldrich/699284?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral$$http://www.combi-blocks.com/cgi-bin/find.cgi?OT-8099$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=11235&ExtHyperLink=1$$https://www.alfa-chemistry.com/cas_167366-05-4.htm$$https://www.alfa-chemistry.com/2-bromo-5-formylthiazole-cas-464192-28-7-item-159889.htm
NJAMHZRZFVOXAD-UHFFFAOYNA-N;COc1ccc(-c2ncncc2[Xe])cc1;COc1ccc(-c2ncncc2Br)cc1;;F;40.0;26369915;http://www.combi-blocks.com/cgi-bin/find.cgi?HC-6124
OWANQMZUENEXET-UHFFFAOYNA-N;COC(=O)c1cc([Xe])ccn1;COC(=O)c1cc(Br)ccn1.COC(=O)c1cc(I)ccn1;;F;40.0;12828947!!22742038;http://www.combi-blocks.com/cgi-bin/find.cgi?CA-4118$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=36885&ExtHyperLink=1$$https://www.alfa-chemistry.com/4-bromopyridine-2-carboxylic-acid-methyl-ester-cas-29681-42-3-item-123321.htm$$https://www.sigmaaldrich.com/catalog/product/aldrich/cds014039?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral!!http://www.combi-blocks.com/cgi-bin/find.cgi?CA-4128$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=93344&ExtHyperLink=1
QBOIETUXVYBTIW-UHFFFAOYNA-N;O=S(=O)(c1ccc(-n2cc([Xe])cn2)cc1)N1CCOCC1;O=S(=O)(c1ccc(-n2cc(Br)cn2)cc1)N1CCOCC1;;F;40.0;46738945;http://www.combi-blocks.com/cgi-bin/find.cgi?OT-0461
QPYRXQYMGKQKGH-UHFFFAOYNA-N;COc1cccc(-c2ncncc2[Xe])c1;COc1cccc(-c2ncncc2Br)c1;;F;40.0;26369920;http://www.combi-blocks.com/cgi-bin/find.cgi?HC-6123
WPXNVMXMQLRJEC-UHFFFAOYNA-N;CCCCCCCc1ncncc1[Xe];CCCCCCCc1ncncc1Br;;F;40.0;44118595;http://www.combi-blocks.com/cgi-bin/find.cgi?HC-6084
ZNSGWCLDITZCIQ-UHFFFAOYNA-N;[Xe]c1cc(-c2ccccc2)nc(-c2ccccc2)n1;Brc1cc(-c2ccccc2)nc(-c2ccccc2)n1;;F;40.0;817533;http://www.combi-blocks.com/cgi-bin/find.cgi?QN-9673
DXHRTVWZSLVZPM-UHFFFAOYNA-N;Fc1nccc([Xe])c1F;Fc1nccc(Br)c1F.Fc1nccc(I)c1F;;F;41.6;56604221!!11447837;http://www.combi-blocks.com/cgi-bin/find.cgi?YF-2359$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=58961&ExtHyperLink=1!!https://www.alfa-chemistry.com/cas_851386-34-0.htm$$http://www.combi-blocks.com/cgi-bin/find.cgi?QA-9307$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=58962&ExtHyperLink=1
RFPIBGMDNBHGEU-UHFFFAOYNA-N;[Xe]c1cnc(N2CCCCC2)nc1;Brc1cnc(N2CCCCC2)nc1;;F;41.65;3614682;https://www.sigmaaldrich.com/catalog/product/aldrich/759570?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=56754&ExtHyperLink=1$$http://www.combi-blocks.com/cgi-bin/find.cgi?PY-7999
ITOFNDATWUASEF-KUJMMBRENA-N;CC(=O)Nc1cc(C)c([Xe])cn1;CC(=O)Nc1cc(C)c(Br)cn1;;F;42.86;15179563;https://www.alfa-chemistry.com/2-acetamido-5-bromo-4-picoline-cas-142404-82-8-item-66101.htm$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=114805&ExtHyperLink=1$$https://www.sigmaaldrich.com/catalog/product/aldrich/643491?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral$$http://www.combi-blocks.com/cgi-bin/find.cgi?OS-2239
NAPQWTLKQOSWDK-KUJMMBRENA-N;CC(=O)Nc1ccc([Xe])c(C)n1;CC(=O)Nc1ccc(Br)c(C)n1;;F;42.94;954589;https://www.alfa-chemistry.com/2-acetamido-5-bromo-6-picoline-cas-142404-84-0-item-66102.htm$$http://www.combi-blocks.com/cgi-bin/find.cgi?PY-7128$$https://www.sigmaaldrich.com/catalog/product/aldrich/643475?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral
RTEKETJKCVDAHU-NSKAINJBNA-N;O=C1Cc2cc([Xe])cnc2N1;O=C1Cc2cc(Br)cnc2N1;;F;43.1;15504062;https://www.alfa-chemistry.com/5-bromo-1h-pyrrolo-2-3-b-pyridin-2-3h-one-cas-183208-34-6-item-288087.htm$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=36864&ExtHyperLink=1$$http://www.combi-blocks.com/cgi-bin/find.cgi?PY-1453$$https://www.sigmaaldrich.com/catalog/product/aldrich/cds007578?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral
XLSOYLMJSYZQRN-UHFFFAOYNA-N;COc1cc(C)c([Xe])cn1;COc1cc(C)c(Br)cn1;;F;43.47;4178002;https://www.alfa-chemistry.com/5-bromo-2-methoxy-4-picoline-cas-164513-39-7-item-79181.htm$$https://www.sigmaaldrich.com/catalog/product/aldrich/588873?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral$$http://www.combi-blocks.com/cgi-bin/find.cgi?PY-7843
MAAHVLZUGGBFMC-UHFFFAOYNA-N;COC(=O)c1cc([Xe])cnc1OC;COC(=O)c1cc(Br)cnc1OC;;F;44.84;14371729;http://www.combi-blocks.com/cgi-bin/find.cgi?CA-4186$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=56205&ExtHyperLink=1$$https://www.alfa-chemistry.com/methyl-5-bromo-2-methoxynicotinate-cas-122433-41-4-item-50644.htm$$https://www.sigmaaldrich.com/catalog/product/aldrich/774782?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral$$https://www.sigmaaldrich.com/catalog/product/aldrich/vbp00034?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral
DYYDRHMCWXHZDU-UHFFFAOYNA-N;O=Cc1cnc2cc([Xe])ccn12;O=Cc1cnc2cc(Br)ccn12;;F;45.0;70701132;http://www.combi-blocks.com/cgi-bin/find.cgi?QP-1996
IKFZBHCLBJUNST-UHFFFAOYNA-N;CCOC(=O)c1ncc([Xe])cn1;CCOC(=O)c1ncc(Br)cn1;;F;45.0;52987579;http://www.combi-blocks.com/cgi-bin/find.cgi?ST-4413$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=62246&ExtHyperLink=1$$https://www.alfa-chemistry.com/cas_1197193-30-8.htm
WGRFEJWOKHFAFP-NSKAINJBNA-N;Cc1nn(CC(=O)NN)c(C)c1[Xe];Cc1nn(CC(=O)NN)c(C)c1Br;;F;45.0;604525;https://www.alfa-chemistry.com/cas_175137-56-1.htm$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=11493&ExtHyperLink=1$$http://www.combi-blocks.com/cgi-bin/find.cgi?QY-5029
YTFNEWVJYMORTJ-UHFFFAOYNA-N;[Xe]c1cncnc1-c1ccccc1;Brc1cncnc1-c1ccccc1;;F;45.0;817365;http://www.combi-blocks.com/cgi-bin/find.cgi?HC-6170
VYQLEYGLOVBFQJ-UHFFFAOYNA-N;O=S(=O)(c1ccccc1)n1cnc([Xe])c1;O=S(=O)(c1ccccc1)n1cnc(Br)c1;;F;45.45;97182266;https://www.sigmaaldrich.com/catalog/product/aldrich/773271?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral
ZMYWFASQSBQOIY-UHFFFAOYNA-N;Cn1ccnc1[Xe];Cn1ccnc1Br.Cn1ccnc1I;;F;46.0;2773262!!335835;http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=56718&ExtHyperLink=1$$https://www.alfa-chemistry.com/2-bromo-1-methyl-1h-imidazole-cas-16681-59-7-item-80143.htm$$https://www.enaminestore.com/catalog/Z1695729093$$https://www.sigmaaldrich.com/catalog/product/aldrich/639850?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral$$http://www.combi-blocks.com/cgi-bin/find.cgi?HI-1040!!https://www.sigmaaldrich.com/catalog/product/aldrich/anv00120?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral$$https://www.sigmaaldrich.com/catalog/product/aldrich/cds005078?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral$$http://www.combi-blocks.com/cgi-bin/find.cgi?HI-1048$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=97360&ExtHyperLink=1$$https://www.alfa-chemistry.com/cas_37067-95-1.htm
KFOFZMATQYEKSG-OWKUHEICNA-N;NNc1ccc([Xe])cn1;NNc1ccc(Br)cn1.NNc1ccc(I)cn1;;F;46.74;11535699!!22397188;https://www.alfa-chemistry.com/5-bromo-2-hydrazinopyridine-cas-77992-44-0-item-233583.htm$$https://www.sigmaaldrich.com/catalog/product/aldrich/734500?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral$$https://www.sigmaaldrich.com/catalog/product/aldrich/cds004623?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral$$http://www.combi-blocks.com/cgi-bin/find.cgi?OT-0389$$https://www.enaminestore.com/catalog/EN300-66410!!http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=168199&ExtHyperLink=1
PMPWLENJYHUSMX-UHFFFAOYNA-N;O=Cc1cc([Xe])ccn1;O=Cc1cc(Br)ccn1;;F;47.0;14761472;http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=62507&ExtHyperLink=1$$https://www.alfa-chemistry.com/4-bromopyridine-2-carbaldehyde-cas-131747-63-2-item-57720.htm$$http://www.combi-blocks.com/cgi-bin/find.cgi?PY-1840$$https://www.sigmaaldrich.com/catalog/product/aldrich/cds024722?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral
FTSUSVYFAKDJEA-RVFYNOJMNA-N;COC(=O)c1[nH]ncc1[Xe];COC(=O)c1[nH]ncc1Br.COC(=O)c1[nH]ncc1I;;F;48.0;2828046!!15126157;https://www.alfa-chemistry.com/cas_81190-89-8.htm$$http://www.combi-blocks.com/cgi-bin/find.cgi?QA-2930$$http://www.combi-blocks.com/cgi-bin/find.cgi?QC-5657$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=30028&ExtHyperLink=1!!http://www.combi-blocks.com/cgi-bin/find.cgi?QJ-4878$$http://www.combi-blocks.com/cgi-bin/find.cgi?QJ-5109
XFVAXIOQZOWTBP-UHFFFAOYNA-N;C[Si](C)(C)c1nc([Xe])cs1;C[Si](C)(C)c1nc(Br)cs1;;F;48.56;4340399;https://www.sigmaaldrich.com/catalog/product/aldrich/717029?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral$$https://www.alfa-chemistry.com/cas_108306-53-2.htm$$http://www.combi-blocks.com/cgi-bin/find.cgi?QB-4987
JLGLIZBAWWEBEW-UHFFFAOYNA-N;COc1cncc([Xe])n1;COc1cncc(Br)n1.COc1cncc(I)n1;;F;49.55;13319712!!10263495;http://www.combi-blocks.com/cgi-bin/find.cgi?QB-4742!!https://www.sigmaaldrich.com/catalog/product/aldrich/759228?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral$$http://www.combi-blocks.com/cgi-bin/find.cgi?SS-0755$$https://www.alfa-chemistry.com/cas_58139-03-0.htm
BXEUFCAPTLAEPU-UHFFFAOYNA-N;CN(C)S(=O)(=O)n1ccc([Xe])n1;CN(C)S(=O)(=O)n1ccc(Br)n1;;F;50.0;21071281;http://www.combi-blocks.com/cgi-bin/find.cgi?ST-0027
ILNBHXVIFFLBSN-UHFFFAOYNA-N;OCc1cnc([Xe])s1;OCc1cnc(Br)s1;;F;50.0;7213124;http://www.combi-blocks.com/cgi-bin/find.cgi?HI-1128$$https://www.sigmaaldrich.com/catalog/product/aldrich/syx00336?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=65067&ExtHyperLink=1
JLYVVBWHZNDLKV-UHFFFAOYNA-N;Cc1c([Xe])cnc(Cl)c1N;Cc1c(Br)cnc(Cl)c1N;;F;50.0;17932846;http://www.combi-blocks.com/cgi-bin/find.cgi?AN-3967
PFUDWOQXNMKZBY-CYHIEYIANA-N;CCOC(=O)c1cnc(N)c([Xe])c1;CCOC(=O)c1cnc(N)c(Br)c1;;F;50.0;7210833;http://www.combi-blocks.com/cgi-bin/find.cgi?CA-4105$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=194305&ExtHyperLink=1
QEAAQBMIWHUUJI-FYSNGBEMNA-N;C[Si](C)(C)C#Cc1nc([Xe])cnc1N;C[Si](C)(C)C#Cc1nc(Br)cnc1N;;F;50.0;53393189;http://www.combi-blocks.com/cgi-bin/find.cgi?ST-7714
RMYGRCMLUSHWGC-UHFFFAOYNA-N;FC(F)(F)Oc1ccc2nccc([Xe])c2c1;FC(F)(F)Oc1ccc2nccc(Br)c2c1;;F;50.0;45599357;http://www.combi-blocks.com/cgi-bin/find.cgi?LD-1585
SEGKAKQSQLEJCO-UHFFFAOYNA-N;CC1CCN(c2ccc([Xe])cn2)CC1;CC1CCN(c2ccc(Br)cn2)CC1;;F;50.0;39357231;http://www.combi-blocks.com/cgi-bin/find.cgi?PY-1926
TYCYWZSQSKGEOW-UHFFFAOYNA-N;CCOC(=O)c1c[nH]c2cc([Xe])ccc12;CCOC(=O)c1c[nH]c2cc(Br)ccc12;;F;50.0;23426270;http://www.combi-blocks.com/cgi-bin/find.cgi?QB-7660
VZZATCTZUCLMKN-UHFFFAOYNA-N;CC(C)(C)[Si](C)(C)n1ccc2ccc([Xe])cc21;CC(C)(C)[Si](C)(C)n1ccc2ccc(Br)cc21;;F;50.0;10518990;http://www.combi-blocks.com/cgi-bin/find.cgi?IN-0242
YMDKKBUFDWHDIZ-UHFFFAOYNA-N;CN1CCc2nc([Xe])sc2C1;CN1CCc2nc(Br)sc2C1;;F;50.0;11172335;http://www.combi-blocks.com/cgi-bin/find.cgi?QB-3716
ZSVWBXHUNKVJFJ-GTZJUEEPNA-N;Cc1ncc([Xe])cc1NC(=O)OC(C)(C)C;Cc1ncc(Br)cc1NC(=O)OC(C)(C)C;;F;50.0;58882943;http://www.combi-blocks.com/cgi-bin/find.cgi?QY-1881
OSECVQOSUGQIGJ-UHFFFAOYNA-N;[Xe]c1nc2ccccc2s1;Brc1nc2ccccc2s1.Ic1nc2ccccc2s1;;F;50.16;612040!!827981;https://www.sigmaaldrich.com/catalog/product/aldrich/678600?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral$$http://www.combi-blocks.com/cgi-bin/find.cgi?OR-2440$$https://www.alfa-chemistry.com/cas_2516-40-7.htm$$https://www.enaminestore.com/catalog/EN300-68964!!http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=61261&ExtHyperLink=1$$http://www.combi-blocks.com/cgi-bin/find.cgi?QA-2563
FCXCSLLCUAFJOK-UHFFFAOYNA-N;Cc1ccnc([Xe])n1;Cc1ccnc(Br)n1.Cc1ccnc(I)n1;;F;50.31;10942928!!21025878;https://www.sigmaaldrich.com/catalog/product/aldrich/754323?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral$$http://www.combi-blocks.com/cgi-bin/find.cgi?PY-7769$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=30855&ExtHyperLink=1$$https://www.alfa-chemistry.com/2-bromo-4-methylpyrimidine-cas-130645-48-6-item-56698.htm!!http://www.combi-blocks.com/cgi-bin/find.cgi?QV-7298
FBBPRTGSYFEOCF-UHFFFAOYNA-N;Cc1nc(C)c([Xe])s1;Cc1nc(C)c(Br)s1;;F;51.0;298628;http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=56686&ExtHyperLink=1$$https://www.alfa-chemistry.com/5-bromo-2-4-dimethyl-1-3-thiazole-cas-28599-52-2-item-120666.htm$$http://www.combi-blocks.com/cgi-bin/find.cgi?HI-1964$$https://www.sigmaaldrich.com/catalog/product/aldrich/cds020883?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral
IARYUZPFSXZCFQ-UHFFFAOYNA-N;CC(C)(C)OC(=O)N1CCN(c2ncc([Xe])cn2)CC1;CC(C)(C)OC(=O)N1CCN(c2ncc(Br)cn2)CC1;;F;51.45;21914476;https://www.alfa-chemistry.com/cas_374930-88-8.htm$$https://www.sigmaaldrich.com/catalog/product/aldrich/bml00305?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=42351&ExtHyperLink=1$$http://www.combi-blocks.com/cgi-bin/find.cgi?OT-8030
QVQFVEKXCOFNOI-UHFFFAOYNA-N;N#Cc1cnc(Cl)c([Xe])c1;N#Cc1cnc(Cl)c(Br)c1;;F;51.45;22906331;https://www.alfa-chemistry.com/cas_71702-01-7.htm$$https://www.sigmaaldrich.com/catalog/product/aldrich/phb00170?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=40437&ExtHyperLink=1$$http://www.combi-blocks.com/cgi-bin/find.cgi?QC-9685
RCEISRWTZUIRGU-UHFFFAOYNA-N;N#Cc1cnn2cc([Xe])cnc12;N#Cc1cnn2cc(Br)cnc12;;F;51.45;614285;https://www.alfa-chemistry.com/cas_352637-44-6.htm$$https://www.enaminestore.com/catalog/Z680889216$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=42597&ExtHyperLink=1$$https://www.sigmaaldrich.com/catalog/product/aldrich/cbr01634?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral
NJYAZFALHOGUTR-UHFFFAOYNA-N;[Xe]c1ccc2[nH]c3ccccc3c2c1;Brc1ccc2[nH]c3ccccc3c2c1.Ic1ccc2[nH]c3ccccc3c2c1;;F;51.6;252446!!3678069;http://www.lumtec.com.tw/portal_c1_cnt_page.php?owner_num=c1_290785&button_num=c1&folder_id=32215&cnt_id=325206&search_field=&search_word=&search_field2=&search_word2=&search_field3=&search_word3=&bool1=&bool2=&search_type=1&up_page=2$$https://www.alfa-chemistry.com/3-bromo-9h-carbazole-cas-1592-95-6-item-76394.htm$$https://www.sigmaaldrich.com/catalog/product/aldrich/777153?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral$$http://www.combi-blocks.com/cgi-bin/find.cgi?QA-4643!!http://www.combi-blocks.com/cgi-bin/find.cgi?QH-8438$$http://www.lumtec.com.tw/portal_c1_cnt_page.php?owner_num=c1_290785&button_num=c1&folder_id=32215&cnt_id=259111&search_field=&search_word=&search_field2=&search_word2=&search_field3=&search_word3=&bool1=&bool2=&search_type=1&up_page=1
BRNHHFKTBKDQSQ-RVFYNOJMNA-N;CNc1ncccc1[Xe];CNc1ncccc1Br;;F;52.0;15407429;http://www.combi-blocks.com/cgi-bin/find.cgi?PY-1519
IYANXFAKSXRQNI-UHFFFAOYNA-N;Cc1cc([Xe])cc(C)n1;Cc1cc(Br)cc(C)n1.Cc1cc(I)cc(C)n1;;F;53.0;13081735!!12759105;https://www.alfa-chemistry.com/4-bromo-2-6-dimethylpyridine-cas-5093-70-9-item-289368.htm$$https://www.sigmaaldrich.com/catalog/product/aldrich/758183?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral$$https://www.sigmaaldrich.com/catalog/product/aldrich/cds009569?utm_source=pubchem&utm_campaign=pubchem_2017&utm_medium=referral$$http://www.combi-blocks.com/cgi-bin/find.cgi?PY-1749$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=63116&ExtHyperLink=1!!http://www.combi-blocks.com/cgi-bin/find.cgi?QV-9760
AUUUBCNVOKHLOY-UHFFFAOYNA-N;Cn1ccc2c([Xe])ccnc21;Cn1ccc2c(Br)ccnc21;;F;54.0;58901760;http://www.combi-blocks.com/cgi-bin/find.cgi?QE-2982
CGEBACCXTPHXPU-UHFFFAOYNA-N;CCOC(=O)c1cn2cc([Xe])cc(C)c2n1;CCOC(=O)c1cn2cc(Br)cc(C)c2n1;;F;55.0;68667107;http://www.combi-blocks.com/cgi-bin/find.cgi?WZ-9499
HUKUKNLWIKUKPK-UHFFFAOYNA-N;[Xe]c1cn2ccnc2cn1;Brc1cn2ccnc2cn1;;F;55.0;28875892;http://www.combi-blocks.com/cgi-bin/find.cgi?QA-6305$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=56938&ExtHyperLink=1
LCGPKSWNEBINKF-OWKUHEICNA-N;Cn1ncc([Xe])c1C(=O)O;Cn1ncc(Br)c1C(=O)O.Cn1ncc(I)c1C(=O)O;;F;55.0;673686!!673687;https://www.enaminestore.com/catalog/EN300-83463$$https://www.enaminestore.com/catalog/Z275170410$$https://www.sigmaaldrich.com/catalog/product/aldrich/r432725$$http://www.combi-blocks.com/cgi-bin/find.cgi?HC-3557$$https://www.alfa-chemistry.com/4-bromo-2-methyl-2h-pyrazole-3-carboxylic-acid-cas-84547-84-2-item-244408.htm$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=9765&ExtHyperLink=1!!http://www.combi-blocks.com/cgi-bin/find.cgi?QA-9839$$https://www.enaminestore.com/catalog/EN300-83506$$http://www.oakwoodchemical.com/ProductsList.aspx?CategoryID=-2&txtSearch=22126&ExtHyperLink=1$$https://www.sigmaaldrich.com/catalog/product/aldrich/r432733
QTVUOTYVUUYUHZ-UHFFFAOYNA-N;COC(=O)c1ccc([Xe])c(OC)n1;COC(=O)c1ccc(Br)c(OC)n1;;F;55.0;46311222;http://www.combi-blocks.com/cgi-bin/find.cgi?QH-3515
